signal_ts_et,date,time_et,symbol,side,score,underlying_close,fire_rank,c_trend,c_vwap_evt,c_or_evt,c_squeeze,c_rsi,c_vol,engine,conflict_bar
2026-05-26T10:45:00-04:00,2026-05-26,10:45,IWM,C,45,290.18,3,True,False,False,True,False,False,scout,False
2026-05-26T10:45:00-04:00,2026-05-26,10:45,QQQ,C,45,730.88,3,True,False,False,True,False,False,scout,False
2026-05-26T10:45:00-04:00,2026-05-26,10:45,SPY,C,60,752.04,3,True,False,True,True,False,False,scout,False
2026-05-26T12:45:00-04:00,2026-05-26,12:45,AAPL,P,55,309.93,1,,,,,,,prime,False
2026-05-27T10:00:00-04:00,2026-05-27,10:00,AMZN,C,30,268.22,1,,,,,,,prime,False
2026-05-27T10:00:00-04:00,2026-05-27,10:00,META,C,55,610.98,1,,,,,,,prime,False
2026-05-27T10:00:00-04:00,2026-05-27,10:00,NVDA,P,70,211.32,1,,,,,,,prime,False
2026-05-27T10:00:00-04:00,2026-05-27,10:00,TSLA,C,55,440.64,1,,,,,,,prime,False
2026-05-27T10:15:00-04:00,2026-05-27,10:15,IWM,C,55,291.38,1,True,False,False,True,False,True,scout,False
2026-05-27T10:15:00-04:00,2026-05-27,10:15,QQQ,C,50,728.76,1,True,False,True,False,True,False,scout,False
2026-05-27T10:30:00-04:00,2026-05-27,10:30,META,C,65,615.0,1,,,,,,,prime,False
2026-05-27T10:30:00-04:00,2026-05-27,10:30,NVDA,P,55,209.92,1,,,,,,,prime,False
2026-05-27T10:45:00-04:00,2026-05-27,10:45,QQQ,C,50,728.19,3,True,False,True,False,True,False,scout,False
2026-05-27T10:45:00-04:00,2026-05-27,10:45,TSLA,C,60,443.79,1,,,,,,,prime,False
2026-05-27T11:00:00-04:00,2026-05-27,11:00,AAPL,C,70,313.06,1,,,,,,,prime,False
2026-05-27T11:15:00-04:00,2026-05-27,11:15,IWM,C,60,290.9,2,True,False,True,True,False,False,scout,False
2026-05-27T11:45:00-04:00,2026-05-27,11:45,IWM,C,50,290.05,4,True,False,True,False,True,False,scout,False
2026-05-27T14:15:00-04:00,2026-05-27,14:15,META,C,75,618.29,1,,,,,,,prime,False
2026-05-27T14:45:00-04:00,2026-05-27,14:45,META,C,60,629.16,1,,,,,,,prime,False
2026-05-28T10:00:00-04:00,2026-05-28,10:00,TSLA,C,65,440.83,1,,,,,,,prime,False
2026-05-28T10:15:00-04:00,2026-05-28,10:15,IWM,C,55,290.28,1,False,True,True,False,True,True,scout,False
2026-05-28T10:15:00-04:00,2026-05-28,10:15,MSFT,C,55,426.46,1,,,,,,,prime,False
2026-05-28T10:15:00-04:00,2026-05-28,10:15,QQQ,C,70,732.26,1,True,False,True,True,False,True,scout,False
2026-05-28T10:45:00-04:00,2026-05-28,10:45,QQQ,C,45,732.45,3,True,False,False,True,False,False,scout,False
2026-05-28T11:15:00-04:00,2026-05-28,11:15,IWM,C,45,291.4,2,True,False,False,True,False,False,scout,False
2026-05-28T11:45:00-04:00,2026-05-28,11:45,IWM,C,45,291.88,4,True,False,False,True,False,False,scout,False
2026-05-29T10:00:00-04:00,2026-05-29,10:00,NVDA,C,60,217.1,1,,,,,,,prime,False
2026-05-29T10:15:00-04:00,2026-05-29,10:15,AVGO,C,55,443.29,1,,,,,,,prime,False
2026-05-29T10:15:00-04:00,2026-05-29,10:15,GOOGL,P,55,382.8,1,,,,,,,prime,False
2026-05-29T10:15:00-04:00,2026-05-29,10:15,MSFT,C,55,440.14,1,,,,,,,prime,False
2026-05-29T10:15:00-04:00,2026-05-29,10:15,QQQ,C,70,739.75,1,True,False,True,True,False,True,scout,False
2026-05-29T10:45:00-04:00,2026-05-29,10:45,QQQ,C,45,735.81,3,True,False,False,False,True,True,scout,False
2026-05-29T10:45:00-04:00,2026-05-29,10:45,TSLA,P,55,428.95,1,,,,,,,prime,False
2026-05-29T12:30:00-04:00,2026-05-29,12:30,TSLA,C,45,438.25,1,,,,,,,prime,False
2026-05-29T13:30:00-04:00,2026-05-29,13:30,IWM,P,50,290.43,1,True,False,True,False,True,False,scout,False
2026-05-29T14:00:00-04:00,2026-05-29,14:00,IWM,P,45,289.8,3,True,True,False,False,False,False,scout,False
2026-06-01T10:00:00-04:00,2026-06-01,10:00,AMZN,P,55,264.46,1,,,,,,,prime,False
2026-06-01T10:00:00-04:00,2026-06-01,10:00,AVGO,C,55,448.07,1,,,,,,,prime,False
2026-06-01T10:00:00-04:00,2026-06-01,10:00,NVDA,C,90,219.15,1,,,,,,,prime,False
2026-06-01T10:15:00-04:00,2026-06-01,10:15,IWM,P,60,287.14,1,True,False,True,True,False,False,scout,False
2026-06-01T10:15:00-04:00,2026-06-01,10:15,QQQ,C,50,737.41,1,True,False,True,False,True,False,scout,False
2026-06-01T10:30:00-04:00,2026-06-01,10:30,META,P,60,610.21,1,,,,,,,prime,False
2026-06-01T10:45:00-04:00,2026-06-01,10:45,AMZN,P,45,263.59,1,,,,,,,prime,False
2026-06-01T10:45:00-04:00,2026-06-01,10:45,IWM,P,45,286.72,3,True,False,False,True,False,False,scout,False
2026-06-01T10:45:00-04:00,2026-06-01,10:45,QQQ,C,60,739.05,3,True,False,True,True,False,False,scout,False
2026-06-01T11:00:00-04:00,2026-06-01,11:00,TSLA,P,60,419.45,1,,,,,,,prime,False
2026-06-01T11:15:00-04:00,2026-06-01,11:15,IWM,C,45,287.63,1,False,True,True,False,True,False,scout,True
2026-06-02T10:15:00-04:00,2026-06-02,10:15,NVDA,C,55,229.76,1,,,,,,,prime,False
2026-06-02T10:30:00-04:00,2026-06-02,10:30,TSLA,C,55,419.73,1,,,,,,,prime,False
2026-06-02T11:15:00-04:00,2026-06-02,11:15,QQQ,C,45,745.1,1,True,False,False,True,False,False,scout,False
2026-06-02T11:45:00-04:00,2026-06-02,11:45,QQQ,C,45,745.14,3,True,False,False,True,False,False,scout,False
2026-06-02T12:15:00-04:00,2026-06-02,12:15,IWM,C,45,291.32,1,True,False,False,True,False,False,scout,False
2026-06-03T10:00:00-04:00,2026-06-03,10:00,AAPL,P,55,314.89,1,,,,,,,prime,False
2026-06-03T10:00:00-04:00,2026-06-03,10:00,AMZN,P,55,255.39,1,,,,,,,prime,False
2026-06-03T10:00:00-04:00,2026-06-03,10:00,GOOGL,C,55,364.18,1,,,,,,,prime,False
2026-06-03T10:00:00-04:00,2026-06-03,10:00,META,C,45,612.1,1,,,,,,,prime,False
2026-06-03T10:00:00-04:00,2026-06-03,10:00,MSFT,P,60,431.4,1,,,,,,,prime,False
2026-06-03T10:15:00-04:00,2026-06-03,10:15,NVDA,P,55,216.31,1,,,,,,,prime,False
2026-06-03T10:15:00-04:00,2026-06-03,10:15,QQQ,C,50,745.71,1,True,False,True,False,False,True,scout,False
2026-06-03T10:30:00-04:00,2026-06-03,10:30,AMZN,P,55,252.73,1,,,,,,,prime,False
2026-06-03T10:45:00-04:00,2026-06-03,10:45,IWM,P,60,289.01,1,True,False,True,True,False,False,scout,False
2026-06-03T10:45:00-04:00,2026-06-03,10:45,MSFT,P,55,428.24,1,,,,,,,prime,False
2026-06-03T11:00:00-04:00,2026-06-03,11:00,AMZN,P,55,251.77,1,,,,,,,prime,False
2026-06-03T11:15:00-04:00,2026-06-03,11:15,IWM,P,80,288.46,3,True,True,True,True,False,False,scout,False
2026-06-03T11:15:00-04:00,2026-06-03,11:15,QQQ,C,55,745.83,2,True,False,False,True,True,False,scout,False
2026-06-03T11:45:00-04:00,2026-06-03,11:45,AMZN,P,45,250.12,1,,,,,,,prime,False
2026-06-03T11:45:00-04:00,2026-06-03,11:45,IWM,P,45,287.75,5,True,False,False,True,False,False,scout,False
2026-06-04T10:00:00-04:00,2026-06-04,10:00,META,C,60,638.8,1,,,,,,,prime,False
2026-06-04T10:00:00-04:00,2026-06-04,10:00,NVDA,P,70,212.34,1,,,,,,,prime,False
2026-06-04T10:15:00-04:00,2026-06-04,10:15,QQQ,P,70,735.69,1,True,False,True,True,False,True,scout,True
2026-06-04T10:45:00-04:00,2026-06-04,10:45,QQQ,P,60,736.18,3,True,False,True,True,False,False,scout,False
2026-06-04T11:15:00-04:00,2026-06-04,11:15,IWM,C,45,291.7,1,True,False,False,True,False,False,scout,False
2026-06-04T11:45:00-04:00,2026-06-04,11:45,IWM,C,45,290.86,3,True,False,False,True,False,False,scout,False
2026-06-04T11:45:00-04:00,2026-06-04,11:45,QQQ,P,45,739.06,5,True,False,False,True,False,False,scout,False
2026-06-05T10:00:00-04:00,2026-06-05,10:00,AMZN,P,70,252.9,1,,,,,,,prime,False
2026-06-05T10:00:00-04:00,2026-06-05,10:00,GOOGL,P,65,369.67,1,,,,,,,prime,False
2026-06-05T10:00:00-04:00,2026-06-05,10:00,META,P,50,619.8,1,,,,,,,prime,False
2026-06-05T10:00:00-04:00,2026-06-05,10:00,TSLA,P,55,409.65,1,,,,,,,prime,False
2026-06-05T10:15:00-04:00,2026-06-05,10:15,NVDA,P,55,212.38,1,,,,,,,prime,False
2026-06-05T10:15:00-04:00,2026-06-05,10:15,QQQ,P,55,726.13,1,True,False,False,True,False,True,scout,False
2026-06-05T10:15:00-04:00,2026-06-05,10:15,SPY,P,55,750.11,1,True,False,False,True,False,True,scout,False
2026-06-05T10:30:00-04:00,2026-06-05,10:30,IWM,P,45,286.42,1,True,False,False,True,False,False,scout,False
2026-06-05T10:45:00-04:00,2026-06-05,10:45,QQQ,P,45,725.44,3,True,False,False,True,False,False,scout,False
2026-06-05T10:45:00-04:00,2026-06-05,10:45,SPY,P,60,749.56,3,True,False,True,True,False,False,scout,False
2026-06-05T11:00:00-04:00,2026-06-05,11:00,IWM,P,45,287.8,3,True,False,False,True,False,False,scout,False
2026-06-05T11:15:00-04:00,2026-06-05,11:15,QQQ,P,45,722.58,5,True,False,False,True,False,False,scout,False
2026-06-05T11:15:00-04:00,2026-06-05,11:15,SPY,P,45,748.3,5,True,False,False,True,False,False,scout,False
2026-06-05T11:15:00-04:00,2026-06-05,11:15,TSLA,P,60,401.9,1,,,,,,,prime,False
2026-06-05T11:30:00-04:00,2026-06-05,11:30,IWM,P,45,286.24,5,True,False,False,True,False,False,scout,False
2026-06-05T11:30:00-04:00,2026-06-05,11:30,MSFT,P,55,422.25,1,,,,,,,prime,False
