trade_id,date,symbol,side,engine,score,c_rsi,c_vwap_evt,c_trend,strike,entry_price,exit_price,exit_reason,exit_min,armed,mfe_pct,mins_to_first_uptick,pnl
2026-06-01_AVGO_C_1000,2026-06-01,AVGO,C,prime,55,,,,450.0,20.25,21.4,timestop,15.9,False,6.9,3.9,115.0
2026-06-01_NVDA_C_1000,2026-06-01,NVDA,C,prime,90,,,,220.0,4.3,5.45,window_end,27.9,True,36.0,5.0,115.0
2026-06-01_IWM_P_1015,2026-06-01,IWM,P,scout,60,False,False,True,287.0,0.85,0.75,trail,12.9,True,10.6,11.0,-10.0
2026-06-01_QQQ_C_1015,2026-06-01,QQQ,C,scout,50,True,False,True,738.0,1.65,1.74,trail,3.0,True,27.3,1.0,9.0
2026-06-01_IWM_P_1030,2026-06-01,IWM,P,scout,45,False,False,True,287.0,0.75,0.8,trail,11.0,True,30.7,0.9,5.0
2026-06-01_META_P_1030,2026-06-01,META,P,prime,60,,,,610.0,10.8,8.6,timestop,18.0,False,-2.3,,-220.0
2026-06-01_QQQ_C_1030,2026-06-01,QQQ,C,scout,50,True,False,True,739.0,1.75,1.69,timestop,15.9,False,2.9,2.0,-6.0
2026-06-01_AMZN_P_1045,2026-06-01,AMZN,P,prime,45,,,,262.5,3.35,2.9,timestop,15.0,False,-3.0,,-45.0
2026-06-01_IWM_P_1045,2026-06-01,IWM,P,scout,45,False,False,True,286.0,0.49,0.49,trail,3.0,True,28.6,1.0,0.0
2026-06-01_QQQ_C_1045,2026-06-01,QQQ,C,scout,60,False,False,True,740.0,1.22,1.15,trail,12.0,True,14.8,3.0,-7.0
2026-06-01_IWM_P_1100,2026-06-01,IWM,P,scout,45,False,False,True,286.0,0.5,0.18,timestop,15.8,False,-4.0,,-32.0
2026-06-01_TSLA_P_1100,2026-06-01,TSLA,P,prime,60,,,,417.5,7.35,6.65,timestop,16.4,False,0.0,,-70.0
2026-06-01_IWM_C_1115,2026-06-01,IWM,C,scout,45,True,True,False,288.0,0.47,1.26,window_end,28.0,True,168.1,7.0,79.0
2026-06-02_NVDA_C_1015,2026-06-02,NVDA,C,prime,55,,,,230.0,4.55,3.65,timestop,15.0,False,-2.2,,-90.0
2026-06-02_TSLA_C_1030,2026-06-02,TSLA,C,prime,55,,,,420.0,7.8,9.25,window_end,28.0,True,22.4,1.0,145.0
2026-06-02_QQQ_C_1115,2026-06-02,QQQ,C,scout,45,False,False,True,746.0,1.06,0.94,timestop,15.9,False,2.8,5.0,-12.0
2026-06-02_QQQ_C_1130,2026-06-02,QQQ,C,scout,45,False,False,True,746.0,0.92,0.92,trail,14.0,True,22.8,0.9,0.0
2026-06-02_QQQ_C_1145,2026-06-02,QQQ,C,scout,45,False,False,True,746.0,0.91,0.93,trail,17.0,True,31.9,1.0,2.0
2026-06-02_IWM_C_1215,2026-06-02,IWM,C,scout,45,False,False,True,292.0,0.2,0.1,timestop,15.9,False,0.0,,-10.0
2026-06-03_AAPL_P_1000,2026-06-03,AAPL,P,prime,55,,,,312.5,1.73,1.33,timestop,15.9,False,3.5,0.9,-40.0
2026-06-03_AMZN_P_1000,2026-06-03,AMZN,P,prime,55,,,,255.0,2.66,4.0,window_end,27.6,True,52.3,1.0,134.0
2026-06-03_GOOGL_C_1000,2026-06-03,GOOGL,C,prime,55,,,,365.0,5.15,3.65,timestop,15.0,False,-1.9,,-150.0
2026-06-03_META_C_1000,2026-06-03,META,C,prime,45,,,,615.0,7.6,8.7,trail,12.1,True,40.8,1.2,110.0
2026-06-03_MSFT_P_1000,2026-06-03,MSFT,P,prime,60,,,,430.0,4.85,3.9,timestop,15.8,False,-9.3,,-95.0
2026-06-03_NVDA_P_1015,2026-06-03,NVDA,P,prime,55,,,,215.0,2.57,2.78,trail,26.0,True,28.4,1.0,21.0
2026-06-03_QQQ_C_1015,2026-06-03,QQQ,C,scout,50,False,False,True,746.0,2.07,1.88,trail,20.0,True,13.5,1.0,-19.0
2026-06-03_AMZN_P_1030,2026-06-03,AMZN,P,prime,55,,,,252.5,2.76,2.7,timestop,15.1,False,0.7,14.2,-6.0
2026-06-03_IWM_P_1045,2026-06-03,IWM,P,scout,60,False,False,True,289.0,0.7,0.59,trail,6.0,True,10.0,4.0,-11.0
2026-06-03_MSFT_P_1045,2026-06-03,MSFT,P,prime,55,,,,425.0,3.8,3.75,timestop,15.4,False,6.6,2.4,-5.0
2026-06-03_AMZN_P_1100,2026-06-03,AMZN,P,prime,55,,,,250.0,2.02,2.78,window_end,27.9,True,39.1,0.9,76.0
2026-06-03_IWM_P_1100,2026-06-03,IWM,P,scout,60,False,False,True,289.0,0.66,0.67,trail,8.0,True,28.8,5.0,1.0
2026-06-03_IWM_P_1115,2026-06-03,IWM,P,scout,80,False,True,True,288.0,0.48,0.47,trail,8.9,True,16.7,7.0,-1.0
2026-06-03_QQQ_C_1115,2026-06-03,QQQ,C,scout,55,True,False,True,746.0,1.55,1.49,timestop,15.0,False,8.4,1.0,-6.0
2026-06-03_IWM_P_1130,2026-06-03,IWM,P,scout,45,False,False,True,288.0,0.33,0.65,trail,19.0,True,139.4,0.9,32.0
2026-06-03_AMZN_P_1145,2026-06-03,AMZN,P,prime,45,,,,250.0,2.96,2.84,timestop,16.0,False,0.0,,-12.0
2026-06-03_IWM_P_1145,2026-06-03,IWM,P,scout,45,False,False,True,287.0,0.3,0.28,trail,3.9,True,16.7,1.0,-2.0
2026-06-04_META_C_1000,2026-06-04,META,C,prime,60,,,,640.0,6.85,5.2,timestop,16.0,False,-0.7,,-165.0
2026-06-04_NVDA_P_1000,2026-06-04,NVDA,P,prime,70,,,,210.0,1.31,1.34,trail,8.0,True,27.5,2.0,3.0
2026-06-04_QQQ_P_1015,2026-06-04,QQQ,P,scout,70,False,False,True,735.0,1.74,1.63,trail,7.0,True,17.2,3.0,-11.0
2026-06-04_QQQ_P_1030,2026-06-04,QQQ,P,scout,60,False,False,True,737.0,2.08,1.91,trail,10.0,True,11.5,0.9,-17.0
2026-06-04_QQQ_P_1045,2026-06-04,QQQ,P,scout,60,False,False,True,736.0,1.72,0.89,timestop,15.0,False,5.8,3.0,-83.0
2026-06-04_QQQ_P_1100,2026-06-04,QQQ,P,scout,60,False,False,True,737.0,1.22,0.59,timestop,16.0,False,4.9,1.0,-63.0
2026-06-04_IWM_C_1115,2026-06-04,IWM,C,scout,45,False,False,True,292.0,0.62,0.42,timestop,16.0,False,-1.6,,-20.0
2026-06-04_IWM_C_1130,2026-06-04,IWM,C,scout,45,False,False,True,292.0,0.41,0.16,timestop,16.0,False,2.4,1.0,-25.0
2026-06-04_IWM_C_1145,2026-06-04,IWM,C,scout,45,False,False,True,291.0,0.48,0.48,trail,17.0,True,18.8,1.0,0.0
2026-06-04_IWM_C_1200,2026-06-04,IWM,C,scout,45,False,False,True,291.0,0.51,0.48,trail,2.0,True,11.8,0.8,-3.0
2026-06-05_AMZN_P_1000,2026-06-05,AMZN,P,prime,70,,,,252.5,1.3,1.36,trail,2.0,True,25.4,1.0,6.0
2026-06-05_GOOGL_P_1000,2026-06-05,GOOGL,P,prime,65,,,,367.5,1.27,1.22,trail,2.2,True,18.9,1.3,-5.0
2026-06-05_META_P_1000,2026-06-05,META,P,prime,50,,,,615.0,1.85,2.97,trail,8.0,True,94.6,1.0,112.0
2026-06-05_TSLA_P_1000,2026-06-05,TSLA,P,prime,55,,,,407.5,2.08,1.87,trail,7.0,True,18.3,6.0,-21.0
2026-06-05_NVDA_P_1015,2026-06-05,NVDA,P,prime,55,,,,210.0,0.34,0.45,trail,8.0,True,67.6,7.0,11.0
2026-06-05_QQQ_P_1015,2026-06-05,QQQ,P,scout,55,False,False,True,726.0,2.12,2.46,trail,15.0,True,44.3,7.0,34.0
2026-06-05_SPY_P_1015,2026-06-05,SPY,P,scout,55,False,False,True,750.0,1.34,1.7,trail,15.0,True,53.7,6.0,36.0
2026-06-05_IWM_P_1030,2026-06-05,IWM,P,scout,45,False,False,True,286.0,0.6,0.41,timestop,16.0,False,-1.7,,-19.0
2026-06-05_QQQ_P_1030,2026-06-05,QQQ,P,scout,45,False,False,True,724.0,1.57,1.56,timestop,16.0,False,-0.6,,-1.0
2026-06-05_SPY_P_1030,2026-06-05,SPY,P,scout,60,False,False,True,749.0,1.23,1.18,timestop,15.0,False,2.4,13.0,-5.0
2026-06-05_IWM_C_1045,2026-06-05,IWM,C,scout,45,True,True,False,288.0,0.64,0.72,trail,10.1,True,37.5,5.1,8.0
2026-06-05_QQQ_P_1045,2026-06-05,QQQ,P,scout,45,False,False,True,725.0,1.78,1.92,trail,5.0,True,30.3,1.0,14.0
2026-06-05_SPY_P_1045,2026-06-05,SPY,P,scout,60,False,False,True,749.0,1.19,1.13,trail,5.0,True,16.0,1.0,-6.0
2026-06-05_IWM_P_1100,2026-06-05,IWM,P,scout,45,False,False,True,287.0,0.59,0.94,trail,17.0,True,103.4,1.0,35.0
2026-06-05_QQQ_P_1100,2026-06-05,QQQ,P,scout,45,False,False,True,725.0,1.92,2.91,trail,17.0,True,80.7,1.0,99.0
2026-06-05_SPY_P_1100,2026-06-05,SPY,P,scout,45,False,False,True,749.0,1.04,1.82,window_end,28.0,True,96.2,1.0,78.0
2026-06-05_IWM_P_1115,2026-06-05,IWM,P,scout,45,False,False,True,286.0,0.69,0.64,trail,12.0,True,13.0,7.0,-5.0
2026-06-05_TSLA_P_1115,2026-06-05,TSLA,P,prime,60,,,,400.0,1.68,1.35,timestop,16.0,False,-1.8,,-33.0
2026-06-05_IWM_P_1130,2026-06-05,IWM,P,scout,45,False,False,True,286.0,0.6,0.96,trail,12.0,True,100.0,0.9,36.0
2026-06-05_MSFT_P_1130,2026-06-05,MSFT,P,prime,55,,,,420.0,0.71,0.88,trail,19.0,True,46.5,4.0,17.0
2026-06-08_IWM_P_1015,2026-06-08,IWM,P,scout,50,True,False,True,284.0,0.83,0.47,timestop,16.0,False,-1.2,,-36.0
2026-06-08_IWM_P_1030,2026-06-08,IWM,P,scout,50,True,False,True,285.0,0.82,0.47,timestop,16.0,False,-1.2,,-35.0
2026-06-08_QQQ_P_1030,2026-06-08,QQQ,P,scout,50,True,False,True,717.0,2.25,1.47,timestop,15.0,False,3.1,1.0,-78.0
2026-06-08_SPY_P_1030,2026-06-08,SPY,P,scout,50,True,False,True,742.0,1.61,1.51,trail,14.0,True,11.2,1.0,-10.0
2026-06-08_QQQ_P_1045,2026-06-08,QQQ,P,scout,50,True,False,True,718.0,1.82,0.94,timestop,16.0,False,-0.5,,-88.0
2026-06-08_SPY_P_1045,2026-06-08,SPY,P,scout,50,True,False,True,742.0,1.17,0.57,timestop,16.0,False,-0.9,,-60.0
2026-06-08_SPY_C_1100,2026-06-08,SPY,C,scout,45,True,False,False,745.0,1.49,1.42,timestop,16.0,False,8.7,1.0,-7.0
2026-06-08_SPY_P_1130,2026-06-08,SPY,P,scout,50,True,False,True,743.0,1.97,1.68,trail,7.0,True,12.7,2.0,-29.0
2026-06-08_SPY_P_1145,2026-06-08,SPY,P,scout,50,True,False,True,743.0,1.11,1.06,trail,6.0,True,20.7,3.0,-5.0
2026-06-08_SPY_P_1200,2026-06-08,SPY,P,scout,70,True,True,True,742.0,1.3,0.7,timestop,16.0,False,-0.8,,-60.0
2026-06-08_IWM_P_1300,2026-06-08,IWM,P,scout,45,True,True,False,285.0,0.66,0.73,trail,5.0,True,36.4,1.0,7.0
2026-06-08_QQQ_P_1315,2026-06-08,QQQ,P,scout,45,True,True,False,717.0,1.55,1.39,trail,6.0,True,11.0,3.0,-16.0
2026-06-08_AAPL_P_1400,2026-06-08,AAPL,P,prime,30,,,,307.5,4.15,5.1,trail,9.9,True,51.8,2.0,95.0
2026-06-08_IWM_P_1415,2026-06-08,IWM,P,scout,50,True,False,True,284.0,0.19,0.08,timestop,15.8,False,-5.3,,-11.0
2026-06-09_META_C_1000,2026-06-09,META,C,prime,50,,,,600.0,7.15,6.15,timestop,15.2,False,2.8,1.2,-100.0
2026-06-09_IWM_C_1015,2026-06-09,IWM,C,scout,55,False,False,True,289.0,0.68,0.71,trail,11.0,True,33.8,7.0,3.0
2026-06-09_IWM_C_1030,2026-06-09,IWM,C,scout,70,False,False,True,288.0,0.68,0.81,trail,5.0,True,55.9,1.0,13.0
2026-06-09_QQQ_P_1030,2026-06-09,QQQ,P,scout,65,True,False,True,715.0,3.11,6.18,trail,24.0,True,156.9,13.0,307.0
2026-06-09_SPY_P_1030,2026-06-09,SPY,P,scout,45,True,False,True,741.0,2.26,5.48,trail,21.0,True,191.6,13.0,322.0
2026-06-09_QQQ_P_1045,2026-06-09,QQQ,P,scout,45,False,False,True,712.0,3.37,4.81,trail,6.0,True,76.3,1.0,144.0
2026-06-09_SPY_P_1045,2026-06-09,SPY,P,scout,45,False,False,True,738.0,2.24,3.44,trail,6.0,True,96.9,1.0,120.0
2026-06-09_IWM_C_1100,2026-06-09,IWM,C,scout,45,True,False,True,286.0,1.02,0.54,timestop,16.0,False,-2.0,,-48.0
2026-06-09_QQQ_P_1100,2026-06-09,QQQ,P,scout,55,False,False,True,710.0,2.76,2.76,trail,3.0,True,19.6,1.0,0.0
2026-06-09_SPY_P_1100,2026-06-09,SPY,P,scout,55,False,False,True,737.0,1.85,2.13,trail,6.0,True,38.9,1.0,28.0
2026-06-09_QQQ_P_1115,2026-06-09,QQQ,P,scout,45,False,False,True,711.0,3.18,8.54,trail,25.9,True,235.8,1.0,536.0
2026-06-09_SPY_P_1115,2026-06-09,SPY,P,scout,45,False,False,True,737.0,2.03,5.53,trail,26.0,True,233.5,1.0,350.0
2026-06-09_SPY_P_1130,2026-06-09,SPY,P,scout,45,False,False,True,731.0,2.37,2.26,trail,5.0,True,17.3,1.0,-11.0
2026-06-09_IWM_P_1145,2026-06-09,IWM,P,scout,45,False,False,True,282.0,0.73,0.64,trail,6.0,True,17.8,2.0,-9.0
2026-06-09_IWM_P_1200,2026-06-09,IWM,P,scout,45,False,False,True,280.0,0.58,0.8,trail,11.0,True,72.4,2.9,22.0
2026-06-09_IWM_P_1215,2026-06-09,IWM,P,scout,45,False,False,True,280.0,1.08,1.3,trail,7.0,True,54.6,1.0,22.0
2026-06-09_NVDA_P_1215,2026-06-09,NVDA,P,prime,60,,,,200.0,3.2,3.05,trail,10.1,True,15.6,1.1,-15.0
2026-06-09_IWM_P_1230,2026-06-09,IWM,P,scout,45,False,False,True,279.0,1.09,1.3,trail,13.0,True,81.7,8.0,21.0
2026-06-09_IWM_P_1245,2026-06-09,IWM,P,scout,55,False,False,True,278.0,0.82,0.81,trail,2.0,True,26.8,1.0,-1.0
2026-06-09_MSFT_P_1245,2026-06-09,MSFT,P,prime,65,,,,395.0,3.9,3.25,timestop,16.2,False,5.1,1.0,-65.0
2026-06-10_AMZN_P_1000,2026-06-10,AMZN,P,prime,75,,,,240.0,2.86,2.09,timestop,15.8,False,-2.4,,-77.0
2026-06-10_IWM_C_1015,2026-06-10,IWM,C,scout,45,False,False,True,289.0,0.85,0.83,trail,2.0,True,16.5,1.0,-2.0
2026-06-10_IWM_C_1030,2026-06-10,IWM,C,scout,45,False,False,True,289.0,1.01,0.96,trail,6.0,True,20.8,4.0,-5.0
2026-06-10_IWM_C_1045,2026-06-10,IWM,C,scout,45,False,False,True,288.0,0.96,0.46,timestop,16.0,False,1.0,1.0,-50.0
2026-06-10_IWM_C_1115,2026-06-10,IWM,C,scout,50,True,False,True,285.0,0.81,0.77,trail,3.0,True,12.3,0.9,-4.0
2026-06-10_META_P_1115,2026-06-10,META,P,prime,60,,,,575.0,7.65,5.9,timestop,16.0,False,-5.9,,-175.0
2026-06-10_QQQ_P_1230,2026-06-10,QQQ,P,scout,45,False,False,True,698.0,2.97,3.1,timestop,16.0,False,4.4,15.0,13.0
2026-06-10_SPY_P_1230,2026-06-10,SPY,P,scout,45,False,False,True,730.0,2.11,2.21,timestop,16.0,False,4.7,15.0,10.0
2026-06-10_QQQ_P_1245,2026-06-10,QQQ,P,scout,45,False,False,True,699.0,3.51,3.12,trail,6.0,True,12.3,1.0,-39.0
2026-06-10_SPY_P_1245,2026-06-10,SPY,P,scout,45,False,False,True,730.0,2.15,1.9,trail,6.0,True,13.0,1.0,-25.0
2026-06-10_QQQ_P_1300,2026-06-10,QQQ,P,scout,45,False,False,True,698.0,2.44,2.08,trail,3.0,True,14.3,1.0,-36.0
2026-06-10_SPY_P_1300,2026-06-10,SPY,P,scout,45,False,False,True,730.0,1.67,1.66,trail,2.0,True,18.0,1.0,-1.0
2026-06-10_QQQ_P_1315,2026-06-10,QQQ,P,scout,45,False,False,True,696.0,2.46,2.2,timestop,15.0,False,0.8,2.0,-26.0
2026-06-10_SPY_P_1315,2026-06-10,SPY,P,scout,45,False,False,True,729.0,2.04,1.92,timestop,15.0,False,1.0,2.0,-12.0
2026-06-10_IWM_P_1330,2026-06-10,IWM,P,scout,55,True,False,True,284.0,1.0,1.03,trail,14.9,True,28.0,1.0,3.0
2026-06-10_QQQ_P_1330,2026-06-10,QQQ,P,scout,45,False,False,True,697.0,2.7,2.44,timestop,15.0,False,7.0,1.0,-26.0
2026-06-10_SPY_P_1330,2026-06-10,SPY,P,scout,45,False,False,True,729.0,1.94,1.4,trail,16.0,True,18.6,5.0,-54.0
2026-06-10_IWM_P_1345,2026-06-10,IWM,P,scout,45,False,False,True,283.0,0.58,0.24,timestop,16.0,False,-1.7,,-34.0
2026-06-10_AAPL_C_1400,2026-06-10,AAPL,C,prime,45,,,,295.0,2.5,2.56,window_end,27.8,True,11.2,3.0,6.0
2026-06-10_IWM_P_1400,2026-06-10,IWM,P,scout,55,True,False,True,284.0,0.45,0.48,trail,8.0,True,28.9,0.9,3.0
2026-06-10_IWM_P_1415,2026-06-10,IWM,P,scout,55,True,False,True,284.0,0.44,1.22,window_end,28.0,True,197.7,2.0,78.0
2026-06-10_META_P_1445,2026-06-10,META,P,prime,80,,,,570.0,5.95,6.1,timestop,15.2,False,2.5,15.2,15.0
2026-06-11_AMZN_C_1000,2026-06-11,AMZN,C,prime,65,,,,237.5,2.56,2.45,trail,5.0,True,16.8,1.1,-11.0
2026-06-11_GOOGL_P_1000,2026-06-11,GOOGL,P,prime,60,,,,347.5,3.25,3.3,timestop,15.9,False,9.2,12.0,5.0
2026-06-11_META_P_1000,2026-06-11,META,P,prime,55,,,,560.0,4.25,4.95,trail,23.0,True,56.5,5.0,70.0
2026-06-11_MSFT_P_1000,2026-06-11,MSFT,P,prime,55,,,,390.0,2.95,3.85,trail,22.9,True,54.2,9.0,90.0
2026-06-11_SPY_P_1030,2026-06-11,SPY,P,scout,50,True,False,True,728.0,2.84,2.6,timestop,16.0,False,4.9,2.0,-24.0
2026-06-11_SPY_P_1045,2026-06-11,SPY,P,scout,50,True,False,True,728.0,2.52,3.74,trail,18.0,True,87.3,1.0,122.0
2026-06-11_IWM_C_1100,2026-06-11,IWM,C,scout,45,True,False,False,286.0,0.74,1.26,trail,17.0,True,106.8,2.0,52.0
2026-06-11_SPY_P_1100,2026-06-11,SPY,P,scout,45,False,False,True,725.0,2.81,1.47,timestop,16.0,False,8.2,1.0,-134.0
2026-06-11_IWM_C_1115,2026-06-11,IWM,C,scout,60,False,False,True,287.0,0.98,0.67,timestop,16.0,False,0.0,,-31.0
2026-06-11_IWM_C_1130,2026-06-11,IWM,C,scout,45,False,False,True,287.0,0.65,0.75,trail,8.9,True,36.9,1.0,10.0
2026-06-11_QQQ_C_1145,2026-06-11,QQQ,C,scout,50,True,True,False,701.0,2.99,3.05,trail,6.0,True,23.4,1.0,6.0
2026-06-11_SPY_C_1200,2026-06-11,SPY,C,scout,45,True,True,False,729.0,2.07,2.03,trail,22.0,True,26.1,7.0,-4.0
2026-06-11_SPY_C_1230,2026-06-11,SPY,C,scout,45,True,False,False,728.0,1.97,2.48,trail,9.0,True,62.4,1.0,51.0
2026-06-11_MSFT_P_1315,2026-06-11,MSFT,P,prime,55,,,,385.0,3.75,2.12,timestop,16.0,False,5.3,2.0,-163.0
2026-06-11_QQQ_C_1415,2026-06-11,QQQ,C,scout,45,False,False,True,710.0,2.35,2.46,trail,5.0,True,23.8,1.0,11.0
2026-06-12_AMZN_P_1000,2026-06-12,AMZN,P,prime,65,,,,232.5,0.51,0.17,timestop,16.0,False,-5.9,,-34.0
2026-06-12_IWM_C_1015,2026-06-12,IWM,C,scout,45,False,False,True,294.0,1.11,1.09,trail,6.0,True,20.7,1.0,-2.0
2026-06-12_QQQ_C_1015,2026-06-12,QQQ,C,scout,45,False,False,True,719.0,4.36,3.92,trail,6.0,True,11.5,1.0,-44.0
2026-06-12_SPY_C_1015,2026-06-12,SPY,C,scout,60,False,False,True,740.0,2.8,2.58,trail,6.0,True,15.4,1.0,-22.0
2026-06-12_IWM_C_1030,2026-06-12,IWM,C,scout,45,False,False,True,294.0,1.41,0.98,timestop,15.0,False,-0.7,,-43.0
2026-06-12_QQQ_C_1030,2026-06-12,QQQ,C,scout,45,False,False,True,719.0,4.02,2.26,timestop,16.0,False,3.5,5.0,-176.0
2026-06-12_SPY_C_1030,2026-06-12,SPY,C,scout,45,False,False,True,740.0,2.93,2.01,timestop,15.0,False,-0.3,,-92.0
2026-06-12_IWM_C_1045,2026-06-12,IWM,C,scout,45,False,False,True,294.0,1.0,1.64,trail,25.9,True,98.0,7.0,64.0
2026-06-12_QQQ_C_1100,2026-06-12,QQQ,C,scout,45,False,False,True,721.0,3.96,3.87,timestop,16.0,False,5.3,10.0,-9.0
2026-06-12_SPY_C_1100,2026-06-12,SPY,C,scout,60,False,False,True,743.0,2.47,2.2,timestop,15.0,False,-0.4,,-27.0
2026-06-12_QQQ_C_1115,2026-06-12,QQQ,C,scout,45,False,False,True,723.0,2.88,3.01,trail,16.0,True,23.3,2.0,13.0
2026-06-12_SPY_C_1115,2026-06-12,SPY,C,scout,45,False,False,True,744.0,1.75,1.84,trail,16.0,True,30.3,2.0,9.0
2026-06-15_GOOGL_C_1000,2026-06-15,GOOGL,C,prime,70,,,,370.0,5.3,5.1,trail,4.0,True,13.2,1.0,-20.0
2026-06-15_IWM_C_1015,2026-06-15,IWM,C,scout,45,False,False,True,296.0,0.62,0.64,trail,6.0,True,25.8,3.0,2.0
2026-06-15_QQQ_C_1015,2026-06-15,QQQ,C,scout,60,False,False,True,741.0,1.79,1.71,trail,17.0,True,14.0,12.0,-8.0
2026-06-15_SPY_C_1015,2026-06-15,SPY,C,scout,60,False,False,True,754.0,0.93,0.9,trail,22.0,True,19.4,2.0,-3.0
2026-06-15_IWM_C_1030,2026-06-15,IWM,C,scout,45,False,False,True,296.0,0.5,0.44,trail,7.0,True,12.0,5.0,-6.0
2026-06-15_QQQ_C_1030,2026-06-15,QQQ,C,scout,60,False,False,True,741.0,1.95,1.54,timestop,15.0,False,1.5,3.0,-41.0
2026-06-15_SPY_C_1030,2026-06-15,SPY,C,scout,60,False,False,True,754.0,0.99,0.96,timestop,16.0,False,6.1,3.0,-3.0
2026-06-15_IWM_C_1045,2026-06-15,IWM,C,scout,45,False,False,True,296.0,0.54,0.28,timestop,15.0,False,-3.7,,-26.0
2026-06-15_QQQ_C_1045,2026-06-15,QQQ,C,scout,45,False,False,True,741.0,1.56,2.43,window_end,27.9,True,75.0,3.0,87.0
2026-06-15_SPY_C_1045,2026-06-15,SPY,C,scout,60,False,False,True,754.0,1.04,1.41,window_end,28.0,True,48.1,3.0,37.0
2026-06-15_IWM_C_1115,2026-06-15,IWM,C,scout,45,False,False,True,296.0,0.29,0.66,window_end,28.0,True,127.6,8.0,37.0
2026-06-16_GOOGL_P_1000,2026-06-16,GOOGL,P,prime,70,,,,367.5,3.8,2.32,timestop,18.2,False,-11.8,,-148.0
2026-06-16_META_C_1000,2026-06-16,META,C,prime,50,,,,605.0,7.65,5.1,timestop,15.9,False,6.5,8.0,-255.0
2026-06-16_NVDA_P_1000,2026-06-16,NVDA,P,prime,45,,,,207.5,1.84,1.61,timestop,15.3,False,-1.1,,-23.0
2026-06-16_TSLA_C_1000,2026-06-16,TSLA,C,prime,55,,,,410.0,6.6,5.0,timestop,16.0,False,-1.5,,-160.0
2026-06-16_AVGO_P_1015,2026-06-16,AVGO,P,prime,55,,,,382.5,5.55,5.3,trail,24.1,True,18.0,0.7,-25.0
2026-06-16_GOOGL_C_1015,2026-06-16,GOOGL,C,prime,60,,,,372.5,3.4,3.1,trail,12.9,True,14.7,3.0,-30.0
2026-06-16_QQQ_C_1030,2026-06-16,QQQ,C,scout,45,True,False,True,740.0,1.52,1.37,trail,15.0,True,26.3,7.0,-15.0
2026-06-16_GOOGL_C_1045,2026-06-16,GOOGL,C,prime,65,,,,375.0,3.6,3.95,trail,24.0,True,30.6,12.0,35.0
2026-06-17_MSFT_P_1000,2026-06-17,MSFT,P,prime,70,,,,385.0,1.76,1.76,trail,12.0,True,21.6,1.0,0.0
2026-06-17_NVDA_P_1000,2026-06-17,NVDA,P,prime,80,,,,205.0,0.98,0.99,trail,12.0,True,20.4,1.0,1.0
2026-06-17_TSLA_P_1000,2026-06-17,TSLA,P,prime,70,,,,397.5,4.35,3.25,timestop,15.9,False,6.9,1.6,-110.0
2026-06-17_IWM_P_1015,2026-06-17,IWM,P,scout,50,True,False,True,294.0,1.23,1.63,window_end,27.9,True,53.7,3.0,40.0
2026-06-17_AMZN_P_1045,2026-06-17,AMZN,P,prime,65,,,,240.0,1.48,1.56,trail,4.1,True,25.0,2.1,8.0
2026-06-17_IWM_C_1045,2026-06-17,IWM,C,scout,55,True,False,False,294.0,1.3,1.29,trail,12.0,True,18.5,1.1,-1.0
2026-06-17_QQQ_P_1045,2026-06-17,QQQ,P,scout,50,True,False,True,733.0,3.44,3.97,trail,5.9,True,38.4,2.0,53.0
2026-06-17_IWM_C_1100,2026-06-17,IWM,C,scout,45,True,False,False,294.0,1.41,1.32,trail,9.0,True,13.5,1.9,-9.0
2026-06-17_TSLA_P_1100,2026-06-17,TSLA,P,prime,65,,,,397.5,3.95,3.95,window_end,28.1,True,13.9,4.2,0.0
2026-06-17_IWM_C_1130,2026-06-17,IWM,C,scout,45,False,False,True,295.0,1.38,1.69,window_end,28.0,True,22.5,2.0,31.0
2026-06-17_QQQ_P_1130,2026-06-17,QQQ,P,scout,50,True,False,True,732.0,3.01,2.81,timestop,15.0,False,-0.3,,-20.0
2026-06-17_IWM_C_1145,2026-06-17,IWM,C,scout,45,False,False,True,296.0,1.05,1.07,window_end,28.0,True,12.4,3.0,2.0
2026-06-17_QQQ_P_1145,2026-06-17,QQQ,P,scout,50,True,False,True,732.0,2.83,2.22,timestop,16.0,False,-0.7,,-61.0
2026-06-17_QQQ_C_1200,2026-06-17,QQQ,C,scout,65,True,True,False,734.0,2.89,2.46,timestop,16.0,False,-0.3,,-43.0
2026-06-17_MSFT_P_1215,2026-06-17,MSFT,P,prime,45,,,,385.0,2.62,2.86,timestop,15.3,False,9.2,8.5,24.0
2026-06-17_QQQ_P_1215,2026-06-17,QQQ,P,scout,50,True,False,True,733.0,2.82,2.51,timestop,15.0,False,6.0,1.0,-31.0
2026-06-17_NVDA_P_1415,2026-06-17,NVDA,P,prime,60,,,,205.0,1.13,1.22,trail,16.0,True,38.9,1.0,9.0
2026-06-18_AAPL_C_1000,2026-06-18,AAPL,C,prime,55,,,,300.0,0.62,0.65,trail,2.0,True,24.2,1.0,3.0
2026-06-18_IWM_P_1015,2026-06-18,IWM,P,scout,45,False,False,True,291.0,0.93,0.42,timestop,15.9,False,-1.1,,-51.0
2026-06-18_QQQ_P_1015,2026-06-18,QQQ,P,scout,50,True,False,True,735.0,2.41,2.38,trail,16.0,True,17.0,15.0,-3.0
2026-06-18_SPY_P_1030,2026-06-18,SPY,P,scout,50,True,False,True,745.0,2.01,0.99,timestop,16.0,False,-0.5,,-102.0
